obs_id,key,value
80,x1,-0.25226433557129496
81,x1,-0.8454732306077604
82,x1,-0.48410813193437174
83,x1,-0.8612965898821089
84,x1,-1.044238325322845
85,x1,-0.8459321093930988
86,x1,0.12243853928732923
87,x1,0.1633900010381737
88,x1,0.3082276340741844
89,x1,-0.21431308622231207
90,x1,-1.0373304988099552
91,x1,-1.4159384040514251
92,x1,-1.8340041550392747
93,x1,-1.7515536510676937
94,x1,-0.9484509869322761
95,x1,-0.8144152323942595
96,x1,-1.4053826831465117
97,x1,-0.704420749131775
98,x1,-0.3866532801419905
99,x1,-0.06554267589387164
100,x1,-0.5979992456506833
101,x1,-0.23856695121647642
102,x1,-1.0688997149779482
103,x1,-1.4808337491517185
104,x1,-0.6565603551745453
105,x1,-0.7881658898627811
106,x1,-1.2876449241879646
107,x1,-1.5478413144390362
108,x1,-1.4053120016747218
109,x1,-1.1530028257442786
110,x1,-0.8582333863874773
111,x1,-1.3979062019712873
112,x1,-1.8334953200847646
113,x1,-1.1325342953531172
114,x1,-1.488648776918551
115,x1,-0.6028411852518735
116,x1,-0.5785709908922931
117,x1,-1.4905547538808943
118,x1,-2.1125774971256286
119,x1,-1.7883739084560477
120,x1,-1.88569639455452
121,x1,-1.9774813832604246
122,x1,-2.6643750879237276
123,x1,-2.8092955082807407
124,x1,-2.284781338942499
125,x1,-2.295058274952089
126,x1,-2.116278918944046
127,x1,-1.979952742725875
128,x1,-2.8683275269383453
129,x1,-1.8833513492057483
130,x1,-1.3653792088550203
131,x1,-1.0640611377131213
132,x1,-1.1447756072377315
133,x1,0.17654290960633998
134,x1,0.6039524020177
135,x1,0.2594952717284365
136,x1,0.34068322754443764
137,x1,1.1516406124215826
138,x1,0.580029796645638
139,x1,0.4204230087135063
140,x1,0.5529071166486406
141,x1,0.8126114772739862
142,x1,0.6596405662272253
143,x1,1.2514007318254055
144,x1,0.721326872526267
145,x1,1.7828475901774425
146,x1,1.5111665449710825
147,x1,1.3842981633225022
148,x1,1.3441633852838495
149,x1,2.549437607747571
150,x1,1.6652176868153712
151,x1,2.1138813738229616
152,x1,2.1648007236700573
153,x1,1.715909038467085
154,x1,1.1613558086406472
155,x1,0.6339734502230177
156,x1,0.7854803283491861
157,x1,0.9150955335125626
158,x1,1.1639180081332632
159,x1,0.8309510875032389
160,x1,1.4470623848557214
161,x1,0.9521395949400424
162,x1,0.42666114621718554
163,x1,0.16610523762437907
164,x1,0.2940037258686706
165,x1,1.1129938391515195
166,x1,0.8065516371379472
167,x1,0.5279289391421808
168,x1,0.5528086648253845
169,x1,0.53897975075475
170,x1,0.7520659260214717
171,x1,0.3342352459623962
172,x1,0.2701779098154206
173,x1,0.5638125761244178
174,x1,0.28722828981565723
175,x1,0.8685931063145912
176,x1,1.5061764868685106
177,x1,1.3272632921629568
178,x1,2.8337113375289875
179,x1,3.3778771077351606
180,x1,2.9511814697327097
181,x1,3.4990554723588754
182,x1,4.104262647726008
183,x1,3.5421071003018625
184,x1,3.7311629966802915
185,x1,3.4842779325804245
186,x1,2.655058737799839
187,x1,3.009964056435011
188,x1,2.4083727064176816
189,x1,1.925122990709408
190,x1,2.003365703745315
191,x1,3.3120740384501435
192,x1,3.721521582269261
193,x1,4.209715860306762
194,x1,3.3985799878666185
195,x1,3.240771491110558
196,x1,2.6995706060641975
197,x1,2.6519405450713815
198,x1,2.2779900939628033
199,x1,1.4168050252218585
200,x1,1.656748420502994
201,x1,1.3721990403287523
1,x2,-0.008849591400124212
2,x2,-0.022361999136543652
3,x2,-0.01647738817394015
4,x2,-0.007949024226856538
5,x2,-0.038397688797867036
6,x2,-0.05258993737481055
7,x2,-0.015649630258007995
8,x2,1.9291753769611585e-4
9,x2,0.0039604090313591755
10,x2,0.007049841835798631
11,x2,0.029140456207284927
12,x2,-0.004552924193038063
13,x2,0.00449215612670502
14,x2,0.007165807642433045
15,x2,0.019183676582987818
16,x2,0.0038984843140444187
17,x2,0.0011774195024936108
18,x2,1.929354459447464e-5
19,x2,-0.011615473133419554
20,x2,-9.424724748635432e-4
21,x2,-0.02343967923201055
22,x2,-0.04658577311754641
23,x2,-0.024355609140175975
24,x2,-0.028453602299229292
25,x2,-0.025005564065320958
26,x2,-0.009241387117551288
27,x2,0.03392455191603647
28,x2,0.02029088198334557
29,x2,0.0435700604469985
30,x2,0.03210372596208987
31,x2,0.04036796521602968
32,x2,0.04822738721192141
33,x2,0.0431899092001695
34,x2,0.026355519916716058
35,x2,0.046952177294850045
36,x2,-0.009633791685080504
37,x2,-0.004614589709355327
38,x2,-0.053213743444461725
39,x2,-0.05576449792365765
40,x2,-0.059514941481232146
41,x2,-0.07504679898294828
42,x2,-0.07145583608594144
43,x2,-0.06902231258856564
44,x2,-0.07218559742145182
45,x2,-0.05268482941208462
46,x2,-0.03541527887336325
47,x2,-0.021237798232753357
48,x2,0.013812707161631351
49,x2,-0.023185245150224503
50,x2,-0.027521114642651216
51,x2,-0.03103037799263943
52,x2,-0.04457094153516075
53,x2,-0.004715043338245923
54,x2,-0.010767075930786924
55,x2,-0.014128102541271085
56,x2,-0.02493985681274698
57,x2,0.009343337102099034
58,x2,0.042128920556993306
59,x2,0.05468557892369621
60,x2,0.04571774834357836
61,x2,0.03365375246808835
62,x2,0.057241712382540645
63,x2,0.0638616106224222
64,x2,0.052732723641864675
65,x2,0.05274976598028801
66,x2,0.08788095918135592
67,x2,0.08802704544001633
68,x2,0.09754130661100618
69,x2,0.1243321940897718
70,x2,0.12215185537863683
71,x2,0.12705917497245972
72,x2,0.16295463949151484
73,x2,0.16997735943291675
74,x2,0.13790415450004484
75,x2,0.1642950741992392
76,x2,0.14738119224151489
77,x2,0.14818336927797252
78,x2,0.15410544542338747
79,x2,0.1944326532117042
80,x2,0.20459691167941746
81,x2,0.20295785027272575
82,x2,0.1977566658602438
83,x2,0.18190985971417786
84,x2,0.19118064312546468
85,x2,0.19421362921507174
86,x2,0.19207455636963502
87,x2,0.16293300123242582
88,x2,0.12332499330215438
89,x2,0.11936355807112474
90,x2,0.11158777825309792
91,x2,0.09883967894395304
92,x2,0.08572202558914203
93,x2,0.10556986077997159
94,x2,0.09082237096217055
95,x2,0.07623974054353765
96,x2,0.07844412898682634
97,x2,0.08520207572020383
98,x2,0.10337467587930393
99,x2,0.14482333412061485
100,x2,0.1143893339331121
101,x2,0.12652684662459412
102,x2,0.1346309992877015
103,x2,0.12068828416048395
104,x2,0.14309184070627526
105,x2,0.16852156435236348
106,x2,0.1790959029476495
107,x2,0.20162319994646963
108,x2,0.2083681962353472
109,x2,0.19184447375203945
110,x2,0.18116816239840242
111,x2,0.1978699189531533
112,x2,0.1895614510933959
113,x2,0.17713630402720132
114,x2,0.17907465355048882
115,x2,0.13797743803924026
116,x2,0.12643764701226237
117,x2,0.11108274361045142
118,x2,0.11509071215966636
119,x2,0.12227271755625985
120,x2,0.11983725088898875
121,x2,0.1028044490797523
122,x2,0.10823343544591782
123,x2,0.13574516307822593
124,x2,0.0930942755175901
125,x2,0.08142811861867014
126,x2,0.08828417811796467
127,x2,0.06743700656250773
128,x2,0.07301493881196479
129,x2,0.07404937916400571
130,x2,0.09630565090693159
131,x2,0.06135115381958882
132,x2,0.03369338164778285
133,x2,0.06117287959333928
134,x2,0.03155847091759082
135,x2,0.0237402364844208
136,x2,0.01643735377106202
137,x2,-0.00857696788417199
138,x2,-0.017530889469241508
139,x2,-0.021686563442769643
140,x2,-0.01363330071201225
141,x2,0.020183736589414754
142,x2,0.02495574607995663
143,x2,0.04875247370206413
144,x2,0.05213670631960409
145,x2,0.05955660062395855
146,x2,0.0716136992507636
147,x2,0.0836914974566633
148,x2,0.09366578841420245
149,x2,0.10726418520744226
150,x2,0.11184611045764926
151,x2,0.11725337725164506
152,x2,0.1334878755239185
153,x2,0.14178777450168467
154,x2,0.1481811058927309
155,x2,0.1182740624580412
156,x2,0.13264663336732738
157,x2,0.16359663027042393
158,x2,0.15944776969584964
159,x2,0.1478415601076454
160,x2,0.15051854619086605
161,x2,0.1810177986739803
162,x2,0.2204518117789752
163,x2,0.2122678461838643
164,x2,0.20813738276176513
165,x2,0.20569766188045677
166,x2,0.18925659243309023
167,x2,0.19318406531433546
168,x2,0.1960696678378098
169,x2,0.227383818609774
170,x2,0.2350724413034966
171,x2,0.21953553518888488
172,x2,0.2232173409218135
173,x2,0.23810920055095613
174,x2,0.2394588383932425
175,x2,0.26802461599053407
176,x2,0.26165593895211714
177,x2,0.2190529063650366
178,x2,0.19688459095982846
179,x2,0.19358621114948676
180,x2,0.20216497106800507
181,x2,0.1859806828209886
182,x2,0.19558433918760937
183,x2,0.21326116946591298
184,x2,0.21589841648101574
185,x2,0.24346064323872366
186,x2,0.27098863558220426
187,x2,0.25804321674129777
188,x2,0.24991539780104324
189,x2,0.23185247119513225
190,x2,0.24806330312121136
191,x2,0.2575294151719458
192,x2,0.27806687939234787
193,x2,0.2286247511729342
194,x2,0.21152545436927891
195,x2,0.23405770862624817
196,x2,0.25912145820604
197,x2,0.25024575488875833
198,x2,0.29929776112556433
199,x2,0.27309784055848574
200,x2,0.24354256763227958
201,x2,0.2512150827611632
1,x3,0.13055079939574776
2,x3,0.22016729891162662
3,x3,NA
4,x3,0.05773853096170864
5,x3,0.2061140534199131
6,x3,0.06271042888158643
7,x3,0.3489368816715376
8,x3,-0.05444207540983473
9,x3,-0.2916919974446558
10,x3,-0.4580903076777061
11,x3,-0.4377124346711847
12,x3,-0.62535394956075685
13,x3,-0.7613150309268137
14,x3,-0.7526478084348069
15,x3,-0.8886490573748027
16,x3,-0.5592389705138817
17,x3,-0.9389494189414542
18,x3,-0.7947983227016154
19,x3,-1.1988034130671414
20,x3,-0.8371662863137337
21,x3,-0.7628424041583478
22,x3,-0.7378080993260241
23,x3,-0.3545032914807327
24,x3,-0.3345256757839085
25,x3,-0.4422606246285979
26,x3,-0.1314567116244206
27,x3,0.13839445726120006
28,x3,0.4549782888283263
29,x3,0.8077918549395381
30,x3,0.36300804113057983
31,x3,0.5478309164247973
32,x3,0.36416373442581357
33,x3,0.8451828023667519
34,x3,1.0009655883040114
35,x3,0.8295979266225946
36,x3,1.0498305943458064
37,x3,0.8680424395403395
38,x3,0.9593238582215284
39,x3,0.9995162166746464
40,x3,1.3124402642047255
41,x3,0.9888757003474155
42,x3,1.34180493198446
43,x3,1.4923245572015904
44,x3,1.4796322126653751
45,x3,1.7042497717611869
46,x3,1.7715796149598892
47,x3,1.9148786007846046
48,x3,2.1204620562283742
49,x3,2.1900629809910512
50,x3,1.8676531793620523
51,x3,1.5340627885177407
52,x3,1.4885799041911763
53,x3,0.9838056880082521
54,x3,0.7653725934027577
55,x3,0.3684331015984209
56,x3,0.28031046255143605
57,x3,0.7041154572646546
58,x3,0.9607163579568003
59,x3,1.0780718038154438
60,x3,1.3778960738770694
61,x3,0.9323420432478986
62,x3,0.7716518336842544
63,x3,0.6409285934315818
64,x3,0.8753736383669648
65,x3,1.079413223898412
66,x3,1.1404780340837828
67,x3,1.5242702376788282
68,x3,1.7223247372529495
69,x3,1.6603183500567487
70,x3,1.5529181067205384
71,x3,1.5491885291135459
72,x3,1.6451675932471985
73,x3,1.58868957819821
74,x3,1.52640431265974
75,x3,1.8050445270974762
76,x3,1.5509958843711409
77,x3,1.571299425374398
78,x3,2.25161418301716
79,x3,2.0267012541057263
80,x3,2.0598446339958585
81,x3,1.93907162349006
82,x3,2.229346568291737
83,x3,2.327814827535076
84,x3,2.601726907352173
85,x3,2.30581284555239
86,x3,2.520476267588861
87,x3,2.490890018223043
88,x3,3.0254391339743463
89,x3,2.83583413010679
90,x3,2.972798485893277
91,x3,3.1185953744839936
92,x3,3.1395408722017915
93,x3,2.747622858918346
94,x3,2.3433879798872073
95,x3,2.1933000913130845
96,x3,1.55903586812669
97,x3,1.359915601983075
98,x3,1.3038681795531863
99,x3,1.0491426958000947
100,x3,0.8925657891969148
101,x3,0.9309607653020612
102,x3,0.657607015829457
103,x3,0.44593393141290666
104,x3,0.43023575173682416
105,x3,0.6235775695608761
106,x3,0.8289232874631827
107,x3,0.7706855417892821
108,x3,0.8026589437909786
109,x3,0.9438262470391588
110,x3,0.6840470309912599
111,x3,0.7539649496809907
112,x3,0.8572413963447978
113,x3,0.6605768830664607
114,x3,0.5186872177652534
115,x3,0.25425262249454883
116,x3,0.4658049682113029
117,x3,0.35771970084824284
118,x3,0.44740245733345924
119,x3,0.5887645312319372
120,x3,0.35241638911841777
121,x3,-0.14180858443496291
122,x3,0.05186202993774229
123,x3,-0.31581189545458316
124,x3,-0.3402036054838925
125,x3,-0.8665009548464144
126,x3,-1.3665524171843257
127,x3,-1.5135280324645726
128,x3,-1.0290911575554917
129,x3,-1.1216967972009289
130,x3,-1.5186426442756502
131,x3,-1.7757243777103184
132,x3,-1.6702057976817963
133,x3,-1.4493247162990035
134,x3,-1.41289069791837
135,x3,-1.3617141225790532
136,x3,-1.3635749274195308
137,x3,NA
138,x3,-1.4898017428994725
139,x3,-1.3252136337320193
140,x3,-1.3095913975604903
141,x3,-1.112656783040468
142,x3,-1.7263588945200912
143,x3,-1.5671427595713938
144,x3,-1.4707722659495235
145,x3,-2.138394729253674
146,x3,-1.8519477225241274
147,x3,-1.2134568748334469
148,x3,-1.1708140285773818
149,x3,-1.589544298060021
150,x3,-1.920555092848219
151,x3,-1.5380016261446505
152,x3,-1.310186718306517
153,x3,-1.8325346856148383
154,x3,-1.7196630222972613
155,x3,-2.3132424924271526
156,x3,-2.6136651566145446
157,x3,-2.837121762206039
158,x3,-2.995906332364857
159,x3,-2.804521077663655
160,x3,-2.7020930553435973
161,x3,-2.9445365583222562
162,x3,-2.732843049689401
163,x3,-2.6562220834087347
164,x3,-2.574826710378473
165,x3,-2.566631053503643
166,x3,-2.8593429700801694
167,x3,-2.6635709702354298
168,x3,-2.816035030082396
169,x3,-3.0072427458349904
170,x3,-2.780557822982105
171,x3,-2.847855941550354
172,x3,-2.9244098535446788
173,x3,-3.01562535810407
174,x3,-2.3264227223388945
175,x3,-1.4653068504206181
176,x3,-0.9450916151641773
177,x3,-0.8439121777836325
178,x3,NA
179,x3,-0.4273494979295709
180,x3,-0.7126311355788222
181,x3,-1.0212617757360343
182,x3,-0.8137345455557173
183,x3,-0.8310363432881407
184,x3,-0.8816925247036306
185,x3,-1.1386458922196465
186,x3,-0.9973222957941494
187,x3,-1.0166505935971073
188,x3,-0.9766847790945171
189,x3,-0.7469741063087841
190,x3,-1.0254224510276424
191,x3,-1.0272656578977208
192,x3,-1.08719500270868
193,x3,-0.9095186064973506
194,x3,-0.8381324550992766
195,x3,-0.6563808494755665
196,x3,-0.9675508409657254
197,x3,-1.2139034514419342
198,x3,NA
199,x3,-1.7993185106038836
200,x3,-1.5033360411785193
201,x3,-0.9892903777914289
1,x4,-0.8746132741891961
2,x4,-3.001879898460796
3,x4,-0.508540315371419
4,x4,-2.4157206326337857
5,x4,-4.71783650593923
6,x4,-5.05422131499877
7,x4,-6.230936931625808
8,x4,-6.771618630013529
9,x4,-5.678386889570517
10,x4,-8.317403888673198
11,x4,-4.985302428002079
12,x4,-3.944530190715045
13,x4,-1.782187537973561
14,x4,-1.2855424147918055
15,x4,-2.5239614867779485
16,x4,-3.4334312383343493
17,x4,-4.143010132362981
18,x4,-1.2243421774981802
19,x4,-2.2109307171376846
20,x4,-3.762210435647146
21,x4,-4.909073536731529
22,x4,-3.654236498073401
23,x4,-3.7178803745667115
24,x4,-2.9349741642096143
25,x4,-4.915129583570567
26,x4,-5.472559871366327
27,x4,-6.80799050746117
28,x4,-8.65645919134927
29,x4,-6.298758669295731
30,x4,-6.5029245453104805
31,x4,-6.091075019488909
32,x4,-3.479245735887682
33,x4,-3.6118258268996772
34,x4,-5.052082667216212
35,x4,-3.3756248676352705
36,x4,-2.141836437936267
37,x4,-3.380985244657436
38,x4,-6.310971042249859
39,x4,-7.013095707992682
40,x4,-6.294560370139061
41,x4,-9.566403275646891
42,x4,-12.079164044748559
43,x4,-10.587948985977972
44,x4,-10.735115652556162
45,x4,-11.011102353361402
46,x4,-11.967297681301597
47,x4,-11.126993596937444
48,x4,-13.107193138645227
49,x4,-12.02154872578934
50,x4,-11.638755382305998
51,x4,-11.477085835519173
52,x4,-12.088758954220589
53,x4,-11.070028103290555
54,x4,-11.083968561843175
55,x4,-14.204697035508202
56,x4,-12.856796806758819
57,x4,-12.925043132425563
58,x4,-12.318207954269889
59,x4,-15.229385630446844
60,x4,-14.917876659257255
61,x4,-15.184108358812555
62,x4,-14.784331976692165
63,x4,-13.42940637192552
64,x4,-12.180777747453268
65,x4,-13.756620524828502
66,x4,-11.687007794576296
67,x4,-11.591302459168451
68,x4,-9.233615180569561
69,x4,-9.233569866793601
70,x4,-8.284726638664049
71,x4,-9.096056203915323
72,x4,-9.995076213434555
73,x4,-10.09121192769159
74,x4,-9.643615158983675
75,x4,-9.066703868744039
76,x4,-8.385459068234448
77,x4,-7.996448335081165
78,x4,-8.15618749715757
79,x4,-5.233333749079262
80,x4,-0.5179272844466478
81,x4,-1.0381885196690805
82,x4,-1.2876353918575179
83,x4,-0.615116380240397
84,x4,-2.8170560458079983
85,x4,-2.9503953818310107
86,x4,-3.720762651340101
87,x4,-4.193652632955725
88,x4,-4.644763688546372
89,x4,-5.16106775004253
90,x4,-5.067079335565047
91,x4,-4.910660861465688
92,x4,-3.2973951325423916
93,x4,-5.834230437002547
94,x4,-7.29413505797465
95,x4,-6.252642086368264
96,x4,-6.957220082807514
97,x4,-7.0315444438973556
98,x4,-8.71104779451294
99,x4,-11.51436094926209
100,x4,-13.060685480130058
101,x4,-13.6061488801719
102,x4,-13.500876152234476
103,x4,-10.642931967492805
104,x4,-10.577615047989042
105,x4,-10.130416570697887
106,x4,-8.39076728188526
107,x4,-7.52220494076579
108,x4,-7.155872023269248
109,x4,-7.784436854335185
110,x4,-10.07951523364889
111,x4,-11.307080224016186
112,x4,-10.260004542144724
113,x4,-10.252541236324861
114,x4,-9.83029374138813
115,x4,-10.477876200107104
116,x4,-8.94723367762476
117,x4,-8.650641537721807
118,x4,-10.149409782684337
119,x4,-9.346793783858862
120,x4,-8.556572490599939
121,x4,-8.426399659201593
122,x4,-9.301971743086776
123,x4,-8.791640909795056
124,x4,-8.422042459916415
125,x4,-6.032029071272892
126,x4,-6.517842197882614
127,x4,-7.669408929012981
128,x4,-9.5836776516836
129,x4,-13.646141772036856
130,x4,-10.793521172126718
131,x4,-10.08541007146948
132,x4,-12.364687954101926
133,x4,-13.069177885534623
134,x4,-13.043376031683344
135,x4,-14.772635503875263
136,x4,-14.937043599126149
137,x4,-15.871160208240825
138,x4,-16.062426438959832
139,x4,-18.128726317376035
140,x4,-16.140766449144714
141,x4,-15.492159422356352
142,x4,-15.683686654788477
143,x4,-18.231940276689382
144,x4,-20.535983059043733
145,x4,-21.852955128108995
146,x4,-22.339834527896013
147,x4,-25.36201532958579
148,x4,-22.467563821075366
149,x4,-21.993006196837424
150,x4,-20.425078848270232
151,x4,-19.85789993454316
152,x4,-17.157236498892686
153,x4,-15.949240450037582
154,x4,-15.425729952631585
155,x4,-16.588499247584917
156,x4,-17.270286128399245
157,x4,-14.58379772521462
158,x4,-16.103397478491974
159,x4,-14.093095841463901
160,x4,-14.838247787074769
161,x4,-16.697202467973792
162,x4,-16.664926316479665
163,x4,-15.764791016599336
164,x4,-14.019941597055125
165,x4,-12.364948494411836
166,x4,-12.513873598795902
167,x4,-12.194576646662677
168,x4,-12.9059842161845
169,x4,-10.389101643666704
170,x4,-9.91660508887955
171,x4,-12.781114756203692
172,x4,-12.70557447986154
173,x4,-10.546059092240807
174,x4,-9.448067061777277
175,x4,-12.360348700824622
176,x4,-12.579948807875198
177,x4,-10.406923272300975
178,x4,-9.128702142914157
179,x4,-11.75148893904593
180,x4,-12.593451045791154
181,x4,-7.254224588855898
182,x4,-8.81283928750221
183,x4,-8.667305069252485
184,x4,-7.429804692074928
185,x4,-8.770350341454053
186,x4,-8.776518059198887
187,x4,-10.137237143368386
188,x4,-11.320463223686724
189,x4,-12.31405006199998
190,x4,-15.521824207737316
191,x4,-14.733588306195095
192,x4,-13.941515028214141
193,x4,-13.43701159439922
194,x4,-16.70362668471033
195,x4,-17.61003184536858
196,x4,-17.159048547483945
197,x4,-17.016252687169597
198,x4,-19.482319814965884
199,x4,-19.418931481136358
200,x4,-16.53061761370358
201,x4,-18.370468230718014
1,x5,0.08423522878992487
2,x5,-0.10027552891990663
3,x5,-0.363889522222944
4,x5,-0.22724243304898575
5,x5,-0.23214793026346975
6,x5,-0.5834428454729121
7,x5,-0.7283490821799927
8,x5,-0.9496526944182168
9,x5,-0.8848103006474217
10,x5,-1.1211572083150056
11,x5,-1.0816239820602658
12,x5,-0.8997893842657355
13,x5,-0.7255984398230364
14,x5,-0.7201697091297582
15,x5,-0.9397989063385422
16,x5,-0.913591182561449
17,x5,-0.8038738158911127
18,x5,-0.6892782191671704
19,x5,-0.6945638492733227
20,x5,-0.4877465307093949
21,x5,-0.7640427037776562
22,x5,-0.6067691576243787
23,x5,-0.6875785738283462
24,x5,-0.4473697699285773
25,x5,-0.31962996880638483
26,x5,-0.4951128072845082
27,x5,-0.3763847905326147
28,x5,-0.29285765538047165
29,x5,-0.22420009432795948
30,x5,-0.32028538242819077
31,x5,-0.29884955049802947
32,x5,-0.12629307375552098
33,x5,-0.02666278453174812
34,x5,0.2477891876740347
35,x5,0.05669713133842915
36,x5,0.0025963936955603704
37,x5,-0.005617932620758399
38,x5,0.03229889627173266
39,x5,0.2039540897787896
40,x5,0.4527970624100281
41,x5,0.38439915889325393
42,x5,-0.037214362645821425
43,x5,-0.12319318206013559
44,x5,-0.08386205641849617
45,x5,-0.014196616698491257
46,x5,0.042763268820914
47,x5,0.37192311859481625
48,x5,0.21397907099030763
49,x5,0.31621405158407573
50,x5,0.5200541105579886
51,x5,0.768886298181929
52,x5,0.7694527080419354
53,x5,0.7185785351343853
54,x5,0.7986133019691687
55,x5,0.6574483590904551
56,x5,0.9305606415883885
57,x5,1.2192053415122048
58,x5,0.9871263985075858
59,x5,1.2657451071871464
60,x5,1.4418753239784146
61,x5,1.5370704283051442
62,x5,1.2953938769025433
63,x5,1.222998014387739
64,x5,0.8922044388297129
65,x5,1.0874778954283217
66,x5,1.1064634336061046
67,x5,0.8392739017793215
68,x5,0.7227889929205712
69,x5,0.879200385225731
70,x5,1.1056220243415524
71,x5,0.8068768542818847
72,x5,0.9143284005466655
73,x5,0.853820748547186
74,x5,0.7771887635877301
75,x5,1.0152664367390716
76,x5,0.9273898050771131
77,x5,0.8425058015117313
78,x5,1.1987817219106645
79,x5,0.8911543036538249
80,x5,0.8953530400464955
81,x5,0.537320230515397
82,x5,0.8899035860072935
83,x5,1.0990824641817958
84,x5,0.9830658569539347
85,x5,1.1634394267893442
86,x5,1.1753907638516097
87,x5,1.0527020365316113
88,x5,1.282466917227128
89,x5,1.181821030027169
90,x5,1.20409590786771
91,x5,1.0483528187080766
92,x5,1.0168574099823087
93,x5,1.1627350335740714
94,x5,1.17142279591736
95,x5,1.118306184304846
96,x5,1.003668706409982
97,x5,1.019235500536276
98,x5,0.971671633849735
99,x5,0.9430037580134838
100,x5,0.8060524956592038
101,x5,0.9453842924214019
102,x5,0.8446464864970452
103,x5,0.9180388164895549
104,x5,0.9321046999502873
105,x5,1.105333236809458
106,x5,1.1762404869762098
107,x5,1.273616754960702
108,x5,1.4364267445451362
109,x5,1.6836664099242271
110,x5,1.2354100117340214
111,x5,1.113730973310741
112,x5,1.0781569305176737
113,x5,1.0948003255956957
114,x5,1.288340064310734
115,x5,1.3656029119526634
116,x5,1.303978629083967
117,x5,1.3356558020947467
118,x5,1.3911715052393534
119,x5,1.355687318112869
120,x5,1.0921784289084215
121,x5,1.265629834084073
122,x5,1.4104698163454727
123,x5,1.6056366999285527
124,x5,1.5265800204562254
125,x5,1.702205414175596
126,x5,2.046148475484434
127,x5,1.7520987114649724
128,x5,1.9172271510299062
129,x5,1.6845438373469368
130,x5,1.6593271408143324
131,x5,1.590410559216957
132,x5,1.768941227852407
133,x5,1.8242260910879455
134,x5,1.7333539634571298
135,x5,1.470932892576007
136,x5,1.5313940976823852
137,x5,1.36352575258854
138,x5,1.4591635134433183
139,x5,1.4337264271500223
140,x5,1.4902985048748454
141,x5,1.563420264255007
142,x5,1.5792588293076866
143,x5,1.4385734403902466
144,x5,1.5880266253470907
145,x5,1.6404724434530054
146,x5,1.4054388431964864
147,x5,1.4875728692704624
148,x5,1.60219080959011
149,x5,1.6328743523377685
150,x5,1.785513790589709
151,x5,1.9575769112919144
152,x5,1.9424520942178412
153,x5,2.033046619827083
154,x5,2.1712435052391994
155,x5,2.44451320670425
156,x5,2.57503697557321
157,x5,2.212059698177408
158,x5,2.0477306481725863
159,x5,1.879297245022616
160,x5,1.41510748767944
161,x5,1.4736606613847285
162,x5,1.5308734195751372
163,x5,1.557370707409585
164,x5,1.8727507803533876
165,x5,1.8650997665634028
166,x5,1.9973771267571214
167,x5,2.045621163076627
168,x5,1.9339572621508285
169,x5,2.0347162428242416
170,x5,1.7484513881512251
171,x5,1.5373598760455187
172,x5,1.7469471658304008
173,x5,1.723561670982982
174,x5,1.8073124753161887
175,x5,1.6803661417833593
176,x5,1.8595208124122917
177,x5,1.982471755265018
178,x5,2.228627477767416
179,x5,2.4328210441861704
180,x5,2.4029038943422476
181,x5,2.2752608021690857
182,x5,2.506689885995337
